timestamp,FN2O_C1_broadcast_middle_strip_by_gateway,FN2O_C3_broadcast_middle_with_inhibitor,FN2O_C4_broadcast_side_strip_with_inhibitor
2023-08-02 23:00:00,0.171599,0.963266,0.527067
2023-08-02 23:30:00,0.176528,1.00832,0.713518
2023-08-03 00:00:00,0.231054,0.91733,0.717482
2023-08-03 00:30:00,0.119956,0.844685,0.759342
2023-08-03 01:00:00,0.214673,0.883362,0.727282
2023-08-03 01:30:00,0.237537,0.961917,0.714445
2023-08-03 02:00:00,0.169959,0.939056,0.695474
2023-08-03 02:30:00,0.152497,0.914171,0.671632
2023-08-03 03:00:00,0.16564,0.927143,0.706838
2023-08-03 03:30:00,0.175902,0.895525,0.736984
2023-08-03 04:00:00,0.112437,0.86365,0.707169
2023-08-03 04:30:00,0.152385,0.85046,0.661964
2023-08-03 05:00:00,0.109059,0.719293,0.262235
2023-08-03 05:30:00,0.0918834,0.860276,0.368895
2023-08-03 06:00:00,0.109885,0.8825,0.429126
2023-08-03 06:30:00,0.11289,0.938078,0.494031
2023-08-03 07:00:00,0.135504,0.942532,0.518112
2023-08-03 07:30:00,0.17553,0.978107,0.514141
2023-08-03 08:00:00,0.114188,0.99835,0.536748
2023-08-03 08:30:00,0.141774,1.03312,0.561798
2023-08-03 09:00:00,0.113148,1.02956,0.608533
2023-08-03 09:30:00,0.157136,1.05927,0.644503
2023-08-03 10:00:00,0.146889,1.10728,0.688676
2023-08-03 10:30:00,0.16014,1.1813,0.749667
2023-08-03 11:00:00,0.167308,1.29613,0.76933
2023-08-03 11:30:00,0.179729,1.39043,0.793611
2023-08-03 12:00:00,0.174423,1.47912,0.767236
2023-08-03 12:30:00,0.184531,1.67771,0.821959
2023-08-03 13:00:00,0.15194,1.74487,0.813634
2023-08-03 13:30:00,0.106901,1.78237,0.793829
2023-08-03 14:00:00,0.268792,1.84605,0.803132
2023-08-03 14:30:00,0.203078,1.79009,0.851191
2023-08-03 15:00:00,0.185984,1.83939,0.867407
2023-08-03 15:30:00,0.0499741,1.81699,0.874447
2023-08-03 16:00:00,0.165418,1.83844,0.868205
2023-08-03 16:30:00,0.19448,1.83114,0.842661
2023-08-03 17:00:00,0.275489,1.87911,0.836555
2023-08-03 17:30:00,0.205443,1.80805,0.824656
2023-08-03 18:00:00,0.386475,1.85682,0.797817
2023-08-03 18:30:00,0.155138,1.38096,0.757583
2023-08-03 19:00:00,0.0812554,1.67048,0.655453
2023-08-03 19:30:00,0.114124,1.69501,0.660772
2023-08-03 20:00:00,0.147493,1.71397,0.651425
2023-08-03 20:30:00,0.06939,1.66096,0.664883
2023-08-03 21:00:00,0.185903,1.67514,0.675184
2023-08-03 21:30:00,0.120042,1.58834,0.65235
2023-08-03 22:00:00,0.125803,1.61081,0.658004
2023-08-03 22:30:00,0.287546,1.53267,0.665706
2023-08-03 23:00:00,0.185,1.47748,0.67583
2023-08-03 23:30:00,0.255241,1.43742,0.654639
2023-08-04 00:00:00,0.154528,1.34701,0.691152
2023-08-04 00:30:00,0.253636,1.31442,0.681532
2023-08-04 01:00:00,1.83568,1.2807,0.639892
2023-08-04 01:30:00,0.306289,1.2374,0.654678
2023-08-04 02:00:00,0.241058,1.25405,0.637392
2023-08-04 02:30:00,0.227566,1.16498,0.633594
2023-08-04 03:00:00,0.272523,1.12406,0.60835
2023-08-04 03:30:00,0.251411,1.12167,0.610325
2023-08-04 04:00:00,0.307383,1.15287,0.621762
2023-08-04 04:30:00,0.266019,1.129,0.640366
2023-08-04 05:00:00,0.272937,1.05384,0.605067
2023-08-04 05:30:00,0.285092,1.03271,0.585429
2023-08-04 06:00:00,0.249798,1.01051,0.671895
2023-08-04 06:30:00,0.294676,1.00572,0.562286
2023-08-04 07:00:00,0.236022,1.05916,0.576628
2023-08-04 07:30:00,0.211999,1.01228,0.641757
2023-08-04 08:00:00,0.254252,1.09751,0.555935
2023-08-04 08:30:00,0.212732,1.10948,0.590904
2023-08-04 09:00:00,0.235706,1.03343,0.574042
2023-08-04 09:30:00,0.353718,1.03266,0.665836
2023-08-04 10:00:00,0.241804,1.13811,0.702619
2023-08-04 10:30:00,0.272016,1.30733,0.750465
2023-08-04 11:00:00,0.232062,1.31969,0.856745
2023-08-04 11:30:00,0.25653,1.36551,0.890376
2023-08-04 12:00:00,0.276312,1.48032,0.924142
2023-08-04 12:30:00,0.282269,1.58613,0.991517
2023-08-04 13:00:00,0.405281,1.66001,0.951653
2023-08-04 13:30:00,0.309526,1.56263,0.971356
2023-08-04 14:00:00,0.189671,1.59236,0.949064
2023-08-04 14:30:00,0.221881,1.53739,0.964233
2023-08-04 15:00:00,0.213264,1.52327,0.913163
2023-08-04 15:30:00,0.197638,1.48424,0.886381
2023-08-04 16:00:00,0.166555,1.51519,0.8727
2023-08-04 16:30:00,0.260657,1.42588,0.877166
2023-08-04 17:00:00,0.20445,1.47345,0.823923
2023-08-04 17:30:00,0.217908,1.43662,0.82272
2023-08-04 18:00:00,0.19005,1.36704,0.79836
2023-08-04 18:30:00,0.187984,1.3428,0.759172
2023-08-04 19:00:00,0.159347,1.42544,0.791855
2023-08-04 19:30:00,0.116506,1.45657,0.505729
2023-08-04 20:00:00,0.169518,1.21318,0.748915
2023-08-04 20:30:00,0.146697,1.15078,0.705992
2023-08-04 21:00:00,0.133652,1.09478,0.600268
2023-08-04 21:30:00,0.169637,1.03227,0.62924
2023-08-04 22:00:00,0.140448,1.01655,0.644159
2023-08-04 22:30:00,0.173825,1.00195,0.652611
2023-08-04 23:00:00,0.146594,1.08329,0.654444
2023-08-04 23:30:00,0.166705,1.01647,0.607244
2023-08-05 00:00:00,0.198998,1.04428,0.622834
2023-08-05 00:30:00,0.183025,0.932427,0.597246
2023-08-05 01:00:00,0.244124,0.89145,0.718541
2023-08-05 01:30:00,0.222262,0.954313,0.582249
2023-08-05 02:00:00,0.244855,0.866165,0.626788
2023-08-05 02:30:00,0.192204,1.06504,0.584874
2023-08-05 03:00:00,0.211134,0.821256,0.560015
2023-08-05 03:30:00,0.172486,0.818576,0.553146
2023-08-05 04:00:00,0.183397,0.786888,0.591348
2023-08-05 04:30:00,0.182879,0.792492,0.539766
2023-08-05 05:00:00,0.184579,0.752773,0.526379
2023-08-05 05:30:00,0.126526,0.772016,0.501173
2023-08-05 06:00:00,0.148876,0.756155,0.56543
2023-08-05 06:30:00,0.19287,0.715398,0.502267
2023-08-05 07:00:00,,0.724574,0.493475
2023-08-05 07:30:00,0.170076,0.751185,0.500877
2023-08-05 08:00:00,0.13495,0.793006,0.51611
2023-08-05 08:30:00,0.239638,0.723099,0.551047
2023-08-05 09:00:00,0.27856,0.737145,0.554067
2023-08-05 09:30:00,0.328012,0.788301,0.633056
2023-08-05 10:00:00,0.229836,0.759471,0.822607
2023-08-05 10:30:00,0.235714,0.825262,0.915806
2023-08-05 11:00:00,0.244769,0.985796,0.820159
2023-08-05 11:30:00,0.200874,0.942214,0.749438
2023-08-05 12:00:00,0.318454,1.03052,0.782726
2023-08-05 12:30:00,0.276886,1.06711,0.772721
2023-08-05 13:00:00,0.262777,1.2401,0.81562
2023-08-05 13:30:00,0.393189,1.23547,0.744563
2023-08-05 14:00:00,0.194999,1.19755,0.714706
2023-08-05 14:30:00,0.132773,1.22549,0.710889
2023-08-05 15:00:00,0.165301,1.2055,0.743186
2023-08-05 15:30:00,0.198943,1.37138,0.686788
2023-08-05 16:00:00,0.189584,1.20297,0.69471
2023-08-05 16:30:00,0.071995,1.30236,0.678948
2023-08-05 17:00:00,0.125344,1.12694,0.639251
2023-08-05 17:30:00,0.181021,1.22452,0.619218
2023-08-05 18:00:00,0.136335,1.15272,0.582129
2023-08-05 18:30:00,0.225779,1.20747,0.626035
2023-08-05 19:00:00,0.0529828,1.09772,0.675569
2023-08-05 19:30:00,0.195143,1.00245,0.598425
2023-08-05 20:00:00,0.161592,0.946151,0.592397
2023-08-05 20:30:00,0.125046,0.954058,0.570725
2023-08-05 21:00:00,0.143465,0.925347,0.5956
2023-08-05 21:30:00,0.171308,0.8522,0.595213
2023-08-05 22:00:00,0.160978,0.83589,0.579911
2023-08-05 22:30:00,0.0535081,0.810381,0.497768
2023-08-05 23:00:00,0.141493,0.82008,0.574782
2023-08-05 23:30:00,0.167304,0.764439,0.579395
2023-08-06 00:00:00,0.198442,0.829776,0.530192
2023-08-06 00:30:00,0.138669,0.740204,0.536635
2023-08-06 01:00:00,0.19086,0.716902,0.504036
2023-08-06 01:30:00,0.127725,0.67473,0.499549
2023-08-06 02:00:00,0.127114,0.673991,0.545507
2023-08-06 02:30:00,0.0785271,0.654832,0.490792
2023-08-06 03:00:00,0.148823,0.643954,0.496449
2023-08-06 03:30:00,0.142052,0.640966,0.478739
2023-08-06 04:00:00,0.178082,0.581742,0.481964
2023-08-06 04:30:00,0.13499,0.619647,0.451736
2023-08-06 05:00:00,0.140984,0.576189,0.456124
2023-08-06 05:30:00,0.154437,0.547781,0.453974
2023-08-06 06:00:00,0.123513,0.546758,0.452967
2023-08-06 06:30:00,,0.597376,0.443612
2023-08-06 07:00:00,0.134337,0.571052,0.433594
2023-08-06 07:30:00,0.136357,0.566938,0.457954
2023-08-06 08:00:00,0.129311,0.640438,0.4468
2023-08-06 08:30:00,0.132634,0.667167,0.429692
2023-08-06 09:00:00,0.158253,0.621117,0.516586
2023-08-06 09:30:00,0.123914,0.654324,0.497962
2023-08-06 10:00:00,0.147215,0.621766,0.578566
2023-08-06 10:30:00,0.175488,0.681091,0.620835
2023-08-06 11:00:00,0.188203,0.821648,0.596651
2023-08-06 11:30:00,0.165382,0.895241,0.558761
2023-08-06 12:00:00,0.187432,0.902447,0.653266
2023-08-06 12:30:00,0.153003,0.928912,0.598139
2023-08-06 13:00:00,0.162722,0.957622,0.575677
2023-08-06 13:30:00,0.173547,0.949204,0.593549
2023-08-06 14:00:00,0.163475,1.03173,0.576385
2023-08-06 14:30:00,0.106797,0.97326,0.553516
2023-08-06 15:00:00,0.165092,0.954159,0.527152
2023-08-06 15:30:00,0.169061,0.966789,0.522121
2023-08-06 16:00:00,0.104692,0.956011,0.571016
2023-08-06 16:30:00,0.166452,0.942005,0.509895
2023-08-06 17:00:00,0.26241,0.99248,0.545533
2023-08-06 17:30:00,0.156319,0.974291,0.578959
2023-08-06 18:00:00,0.199657,0.903907,0.552741
2023-08-06 18:30:00,0.164538,0.933141,0.591763
2023-08-06 19:00:00,0.170762,0.862749,0.577049
2023-08-06 19:30:00,0.17356,0.839048,0.559316
2023-08-06 20:00:00,0.161346,0.822633,0.556272
2023-08-06 20:30:00,0.156508,0.79439,0.510983
2023-08-06 21:00:00,0.203738,0.739272,0.493022
2023-08-06 21:30:00,0.18171,0.754245,0.50666
2023-08-06 22:00:00,0.160816,0.67847,0.505763
2023-08-06 22:30:00,0.0981708,0.693652,0.507139
2023-08-06 23:00:00,0,0.63384,0.487655
2023-08-06 23:30:00,0.149079,0.64774,0.468065
2023-08-07 00:00:00,0.162995,0.557661,0.523549
2023-08-07 00:30:00,0.144456,0.65987,0.495556
2023-08-07 01:00:00,0.174839,0.593272,0.4798
2023-08-07 01:30:00,0.135798,0.621403,0.452796
2023-08-07 02:00:00,0,0.649252,0.545033
2023-08-07 02:30:00,0.0980918,0.638541,0.461453
2023-08-07 03:00:00,0.13056,0.625444,0.441835
2023-08-07 03:30:00,0.0523381,0.564394,0.442951
2023-08-07 04:00:00,0.25942,0.623847,0.487291
2023-08-07 04:30:00,0.179464,0.614798,0.443005
2023-08-07 05:00:00,0.280775,0.599526,0.446341
2023-08-07 05:30:00,0.124679,0.570432,0.419259
2023-08-07 06:00:00,0.00938151,0.620668,0.451327
2023-08-07 06:30:00,0,0.606915,0.429743
2023-08-07 07:00:00,0,0.624309,0.411354
2023-08-07 07:30:00,0.0425993,0.631863,0.44866
2023-08-07 08:00:00,0,0.655669,0.448662
2023-08-07 08:30:00,0.088361,0.657224,0.468926
2023-08-07 09:00:00,0.152325,0.713102,0.408719
2023-08-07 09:30:00,0.0451137,0.521303,0.226228
2023-08-07 10:00:00,0.107257,0.849983,0.303216
2023-08-07 10:30:00,0.171597,0.952859,0.277507
2023-08-07 11:00:00,0.00701827,1.02876,0.305995
2023-08-07 11:30:00,0,1.07155,0.313071
2023-08-07 12:00:00,0.000116703,1.08766,0.339472
2023-08-07 12:30:00,0.139343,1.08269,0.31598
2023-08-07 13:00:00,0.0281358,1.08906,0.332337
2023-08-07 13:30:00,0.0475781,1.10817,0.306336
2023-08-07 14:00:00,0,1.09915,0.32331
2023-08-07 14:30:00,0.124276,1.10421,0.352417
2023-08-07 15:00:00,0.0607875,1.09249,0.362402
2023-08-07 15:30:00,0,1.12803,0.308023
2023-08-07 16:00:00,0.0232444,1.10015,0.341369
2023-08-07 16:30:00,5.09855,1.06315,0.273809
2023-08-07 17:00:00,0.352661,1.0532,0.274035
2023-08-07 17:30:00,0.0380259,0.984322,
2023-08-07 18:00:00,0.144749,0.958914,0.289252
2023-08-07 18:30:00,0,0.956422,0.295164
2023-08-07 19:00:00,0.117714,0.904574,0.277001
2023-08-07 19:30:00,0,0.87142,0.275005
2023-08-07 20:00:00,0.401429,0.821505,0.285117
2023-08-07 20:30:00,0.131605,0.956881,0.272835
2023-08-07 21:00:00,0.197844,0.829349,0.249626
2023-08-07 21:30:00,1.16434,0.545352,0.287551
2023-08-07 22:00:00,0.0175705,0.640771,0.133177
2023-08-07 22:30:00,0,0.61858,0.125199
2023-08-07 23:00:00,0.048429,0.356098,0.185525
2023-08-07 23:30:00,0.0734169,0.317508,0.165363
2023-08-08 00:00:00,0.00531678,0.290731,0.103007
2023-08-08 00:30:00,0.0338335,0.276301,0.175543
2023-08-08 01:00:00,0.0421495,0.303757,0.176375
2023-08-08 01:30:00,0.0761015,0.292772,0.20333
2023-08-08 02:00:00,0.063543,0.244911,0.169159
2023-08-08 02:30:00,0.0914464,0.267246,0.226263
2023-08-08 03:00:00,0.0984774,0.279957,0.208385
2023-08-08 03:30:00,0.0713503,0.277746,0.184329
2023-08-08 04:00:00,0.10868,0.377967,0.174034
2023-08-08 04:30:00,0.124335,0.283454,0.224946
2023-08-08 05:00:00,0.0957583,0.300211,0.247712
2023-08-08 05:30:00,0.112663,0.301077,0.26583
2023-08-08 06:00:00,0.101341,0.305805,0.214573
2023-08-08 06:30:00,0.107899,0.287281,0.167679
2023-08-08 07:00:00,0.103999,0.336761,0.205383
2023-08-08 07:30:00,0.103617,0.34857,0.227641
2023-08-08 08:00:00,0.138902,0.344685,0.265213
2023-08-08 08:30:00,0.111321,0.364085,0.232143
2023-08-08 09:00:00,0.105259,0.365432,
2023-08-08 09:30:00,0.13305,0.377877,
2023-08-08 10:00:00,0.129078,0.425759,0.230903
2023-08-08 10:30:00,0.128965,0.278683,0.206893
2023-08-08 11:00:00,0.117679,0.416332,0.2122
2023-08-08 11:30:00,0.142016,0.433868,0.230183
2023-08-08 12:00:00,0.151707,0.445336,0.253442
2023-08-08 12:30:00,0.10796,0.464202,0.238746
2023-08-08 13:00:00,0.137158,0.48366,
2023-08-08 13:30:00,0.118763,0.517392,
2023-08-08 14:00:00,0.117336,0.558157,
2023-08-08 14:30:00,0.102042,0.608962,
2023-08-08 15:00:00,0.129822,0.610193,0.280318
2023-08-08 15:30:00,0.128305,0.62412,0.281842
2023-08-08 16:00:00,0.100037,0.656064,
2023-08-08 16:30:00,0.124857,0.669425,0.46809
2023-08-08 17:00:00,0.104373,0.699704,0.332554
2023-08-08 17:30:00,0.0855505,0.698366,0.284605
2023-08-08 18:00:00,0.101341,0.715896,0.273821
2023-08-08 18:30:00,0.078852,0.812941,0.294745
2023-08-08 19:00:00,0.156025,0.696387,0.317324
2023-08-08 19:30:00,0.365362,0.732701,0.275043
2023-08-08 20:00:00,0.0997969,0.68784,0.315143
2023-08-08 20:30:00,0.0782776,0.712825,0.329999
2023-08-08 21:00:00,0.103438,0.620593,0.268953
2023-08-08 21:30:00,0.111965,0.631508,0.312069
2023-08-08 22:00:00,0.10291,0.592836,0.265532
2023-08-08 22:30:00,0.118658,0.562833,0.345057
2023-08-08 23:00:00,0.131194,0.53974,0.298875
2023-08-08 23:30:00,0.109733,0.541428,0.296786
2023-08-09 00:00:00,0.103824,0.505208,0.274649
2023-08-09 00:30:00,0.0838603,0.502102,0.188486
2023-08-09 01:00:00,0.105718,0.488411,0.272794
2023-08-09 01:30:00,0.134342,0.514912,0.174211
2023-08-09 02:00:00,0.187695,0.46873,0.298439
2023-08-09 02:30:00,0.103035,0.309077,0.286211
2023-08-09 03:00:00,0.128489,0.461595,0.257267
2023-08-09 03:30:00,0.133316,0.467623,0.259149
2023-08-09 04:00:00,0.0625113,0.458976,
2023-08-09 04:30:00,0.115975,0.445613,0.179711
2023-08-09 05:00:00,0.135207,0.427319,0.185726
2023-08-09 05:30:00,0.169979,0.417,0.252514
2023-08-09 06:00:00,0.10056,0.398492,0.408827
2023-08-09 06:30:00,0.087388,0.387819,0
2023-08-09 07:00:00,0.142079,0.382435,
2023-08-09 07:30:00,0.10161,0.440019,0.249408
2023-08-09 08:00:00,0.144427,0.39842,
2023-08-09 08:30:00,0.111042,0.396743,1.33786
2023-08-09 09:00:00,0.0562755,0.401234,0
2023-08-09 09:30:00,0.105682,0.435451,0.418156
2023-08-09 10:00:00,0.104454,0.465943,0.435876
2023-08-09 10:30:00,0.127201,0.453064,0.255651
2023-08-09 11:00:00,0.120525,0.493499,0.387671
2023-08-09 11:30:00,0.108672,0.509805,0.36413
2023-08-09 12:00:00,0.1858,0.555654,0.337593
2023-08-09 12:30:00,0.179128,0.562489,0.336851
2023-08-09 13:00:00,0.203772,0.583066,0.244244
2023-08-09 13:30:00,0.175997,0.583298,0.342247
2023-08-09 14:00:00,0.189139,0.729774,0.355042
2023-08-09 14:30:00,0.178655,0.589807,0.328639
2023-08-09 15:00:00,0.1796,0.618551,0.348235
2023-08-09 15:30:00,0.123276,0.620818,0.237497
2023-08-09 16:00:00,0.127868,0.788436,0.244392
2023-08-09 16:30:00,0.182855,0.734,0.352309
2023-08-09 17:00:00,0.172006,0.676673,0.372318
2023-08-09 17:30:00,0.209645,0.739399,0.34164
2023-08-09 18:00:00,0.134471,0.736394,0.380068
2023-08-09 18:30:00,0.156555,0.789484,0.326853
2023-08-09 19:00:00,0.145681,0.749745,0.320156
2023-08-09 19:30:00,0.560518,0.691334,0.293016
2023-08-09 20:00:00,0.188001,0.714822,0.32862
2023-08-09 20:30:00,0.217751,0.663716,0.320443
2023-08-09 21:00:00,0.194268,0.605793,0.324046
2023-08-09 21:30:00,0.0950249,0.59832,0.316975
2023-08-09 22:00:00,0.228074,0.578204,0.321602
2023-08-09 22:30:00,0.192689,0.546834,0.300129
2023-08-09 23:00:00,0.190518,0.660427,0.324062
2023-08-09 23:30:00,0.195923,0.4686,0.301492
2023-08-10 00:00:00,0.146458,0.500573,0.316391
2023-08-10 00:30:00,0.187741,0.474883,0.252603
2023-08-10 01:00:00,0.276234,0.435098,0.262234
2023-08-10 01:30:00,0.155048,0.456982,0.337691
2023-08-10 02:00:00,0.163636,0.446324,0.297755
2023-08-10 02:30:00,0.186859,0.44623,0.370357
2023-08-10 03:00:00,0.189065,0.420186,0.306726
2023-08-10 03:30:00,0.15534,0.423591,0.325398
2023-08-10 04:00:00,0.191579,0.46536,0.31131
2023-08-10 04:30:00,0.17154,0.441525,0.29811
2023-08-10 05:00:00,0.155791,0.408773,0.31188
2023-08-10 05:30:00,0.176149,0.402267,0.28283
2023-08-10 06:00:00,0.207605,0.390694,0.316469
2023-08-10 06:30:00,0.152074,0.398427,0.291777
2023-08-10 07:00:00,0.182608,0.399847,0.285354
2023-08-10 07:30:00,0.20105,0.39332,0.342445
2023-08-10 08:00:00,0.146619,0.38825,0.295691
2023-08-10 08:30:00,0.0863766,0.467098,0.349719
2023-08-10 09:00:00,0.141052,0.412493,0.31573
2023-08-10 09:30:00,0.156841,0.439126,0.311042
2023-08-10 10:00:00,0.145456,0.435313,0.287014
2023-08-10 10:30:00,0.141588,0.462425,0.336026
2023-08-10 11:00:00,0.0948041,0.510516,0.332159
2023-08-10 11:30:00,0.110696,0.48583,0.319692
2023-08-10 12:00:00,0.530203,1.90861,0.245716
2023-08-10 12:30:00,0,6.221045,0
2023-08-10 13:00:00,,,
2023-08-10 13:30:00,0.05937585,0.72467,
2023-08-10 14:00:00,0.00383047,1.24908,0
2023-08-10 14:30:00,0.0286904,0.572781,0.215705
2023-08-10 15:00:00,0.0747739,0.708025,
2023-08-10 15:30:00,0.0750264,0.602237,0
2023-08-10 16:00:00,0.0745031,0.609603,
2023-08-10 16:30:00,0.119068,0.681553,1.74054
2023-08-10 17:00:00,0.19672,0.696107,0
2023-08-10 17:30:00,0,0.78295,0
2023-08-10 18:00:00,0.177169,0.859511,0
2023-08-10 18:30:00,0.183605,0.966848,0
2023-08-10 19:00:00,0.192055,1.0308,0.328763
2023-08-10 19:30:00,0.189549,0.982655,0.256752
2023-08-10 20:00:00,0.432159,0.985099,0.0719837
2023-08-10 20:30:00,0.25059,0.991922,0.0428281
2023-08-10 21:00:00,0.27088,0.922206,0
2023-08-10 21:30:00,0.374253,0.996552,0.459162
2023-08-10 22:00:00,0.163868,1.15994,0.180471
2023-08-10 22:30:00,0.202538,0.98163,0.722348
2023-08-10 23:00:00,0.170599,0.959767,0.0750212
2023-08-10 23:30:00,0.10079,0.953056,0
2023-08-11 00:00:00,0.166888,0.99086,0
2023-08-11 00:30:00,0.138777,0.912353,1.34728
2023-08-11 01:00:00,0.181874,0.903831,0.309962
2023-08-11 01:30:00,0.191922,0.908789,0.572249
2023-08-11 02:00:00,0.121895,0.908669,0.2902
2023-08-11 02:30:00,0.213833,0.917447,0
2023-08-11 03:00:00,0.16416,0.886334,0
2023-08-11 03:30:00,0.181435,0.899449,0
2023-08-11 04:00:00,0.132915,0.905071,0
2023-08-11 04:30:00,0.162965,0.911407,0.200486
2023-08-11 05:00:00,0.193112,0.923022,0.489197
2023-08-11 05:30:00,0.160842,0.902174,0
2023-08-11 06:00:00,0.143894,0.882236,0
2023-08-11 06:30:00,0.212442,0.865642,0.220468
2023-08-11 07:00:00,0.143109,0.86484,0.3224
2023-08-11 07:30:00,0.160173,0.893492,0
2023-08-11 08:00:00,0.185162,0.928029,0.186344
2023-08-11 08:30:00,0.136344,0.905797,
2023-08-11 09:00:00,0.170297,0.913316,
2023-08-11 09:30:00,0.144071,0.910432,
2023-08-11 10:00:00,0.231097,0.935187,
2023-08-11 10:30:00,0.145854,0.95428,
2023-08-11 11:00:00,0.166339,1.09141,
2023-08-11 11:30:00,0.0949056,0.930314,0.210404
2023-08-11 12:00:00,0.116822,0.962246,
2023-08-11 12:30:00,0.107571,0.946156,0.00575842
2023-08-11 13:00:00,0.127426,0.957942,0
2023-08-11 13:30:00,0.114953,0.946765,0
2023-08-11 14:00:00,0.162898,0.944749,0.184897
2023-08-11 14:30:00,0.125808,0.919395,0.234126
2023-08-11 15:00:00,0.717587,0.933276,0.243939
2023-08-11 15:30:00,0.263131,0.927793,0.202104
2023-08-11 16:00:00,0.203846,0.92484,0.239558
2023-08-11 16:30:00,0,0.897373,0.167064
2023-08-11 17:00:00,0.153866,0.925902,0.193048
2023-08-11 17:30:00,0.137277,0.90765,0.224771
2023-08-11 18:00:00,0.14809,0.906442,0.251221
2023-08-11 18:30:00,0.14419,0.928366,0.237685
2023-08-11 19:00:00,0.0955718,0.93198,0.179017
2023-08-11 19:30:00,0.15301,0.939426,0.185265
2023-08-11 20:00:00,0.1687,0.934768,0.197886
2023-08-11 20:30:00,0.179215,0.925972,0.197684
2023-08-11 21:00:00,0.158496,0.910132,0.263234
2023-08-11 21:30:00,0.174798,0.886791,0.178032
2023-08-11 22:00:00,0.184976,0.839451,0.193111
2023-08-11 22:30:00,0.106587,0.856703,0.193227
2023-08-11 23:00:00,0.152795,0.879923,0.183695
2023-08-11 23:30:00,0.127015,0.841546,0.219646
2023-08-12 00:00:00,0.172536,0.897495,0.186799
2023-08-12 00:30:00,0.16477,0.866761,0.205206
2023-08-12 01:00:00,0.14308,0.916456,0.172176
2023-08-12 01:30:00,0.168326,0.884578,0.187699
2023-08-12 02:00:00,0.156244,0.842689,0.195268
2023-08-12 02:30:00,0.159663,0.879334,0.175037
2023-08-12 03:00:00,0.16093,0.856324,0.217772
2023-08-12 03:30:00,0.133133,0.847087,0.155361
2023-08-12 04:00:00,0.152196,0.861593,0.187419
2023-08-12 04:30:00,0.138797,0.842919,
2023-08-12 05:00:00,0.128725,0.82158,0.191439
2023-08-12 05:30:00,0.155758,0.848983,0.181222
2023-08-12 06:00:00,0.152224,0.884673,0.182624
2023-08-12 06:30:00,0.168811,0.857502,0.183648
2023-08-12 07:00:00,0.0973116,0.905571,
2023-08-12 07:30:00,0.127104,0.803152,
2023-08-12 08:00:00,0.0714896,0.752608,0.186657
2023-08-12 08:30:00,0.154101,0.849166,0.18904
2023-08-12 09:00:00,0.0580792,0.804607,
2023-08-12 09:30:00,0.215684,0.806235,0.224167
2023-08-12 10:00:00,2.08647,0.88846,0.218165
2023-08-12 10:30:00,0.147429,0.82962,0.247546
2023-08-12 11:00:00,0.267639,0.858937,0.249455
2023-08-12 11:30:00,0,0.869237,0.217156
2023-08-12 12:00:00,0,0.845015,0.236756
2023-08-12 12:30:00,0.390696,0.816628,0.22572
2023-08-12 13:00:00,0.235322,0.839114,0.208872
2023-08-12 13:30:00,0,0.817199,0.22448
2023-08-12 14:00:00,0,0.815823,0.208544
2023-08-12 14:30:00,0.0704191,0.838974,0.213267
2023-08-12 15:00:00,0.0936671,0.886761,0.223997
2023-08-12 15:30:00,0.143994,0.91134,0.31361
2023-08-12 16:00:00,0.0273493,0.536562,0.0260478
2023-08-12 16:30:00,0.0925314,0.683532,0.196311
2023-08-12 17:00:00,0.0237097,0.695308,0.154547
2023-08-12 17:30:00,0.040859,0.751735,0.135381
2023-08-12 18:00:00,0.10904,0.785723,0.0073741
2023-08-12 18:30:00,0.291677,0.836084,0.581643
2023-08-12 19:00:00,0.147397,0.810134,0.0616607
2023-08-12 19:30:00,0.185913,1.10605,0
2023-08-12 20:00:00,0.155102,0.801627,0
2023-08-12 20:30:00,0.124901,0.790695,0
2023-08-12 21:00:00,0.137831,0.785117,0.335994
2023-08-12 21:30:00,0.163478,0.763699,0.123389
2023-08-12 22:00:00,0.122784,0.805932,0.736465
2023-08-12 22:30:00,0.205633,0.812285,0.22071
2023-08-12 23:00:00,0.115978,0.780434,0.223307
2023-08-12 23:30:00,0.1882,0.846212,0.0570881
2023-08-13 00:00:00,0.15219,0.763,0
2023-08-13 00:30:00,0.144704,0.815644,0
2023-08-13 01:00:00,0.194766,0.832758,0.442623
2023-08-13 01:30:00,0.212591,0.96782,1.36556
2023-08-13 02:00:00,0.161714,0.82685,0.140857
2023-08-13 02:30:00,0.0932827,0.753657,0.188453
2023-08-13 03:00:00,0.222377,0.818811,0
2023-08-13 03:30:00,0.22794,0.727471,0.0221097
2023-08-13 04:00:00,0.234735,0.749057,0
2023-08-13 04:30:00,0.261977,0.719396,0.186976
2023-08-13 05:00:00,0.19365,0.703219,0
2023-08-13 05:30:00,0.223822,0.692555,0.460321
2023-08-13 06:00:00,0.246631,0.676562,0
2023-08-13 06:30:00,0.15722,0.655914,0.203058
2023-08-13 07:00:00,0.207084,0.658528,0
2023-08-13 07:30:00,0.196571,0.641668,0.261771
2023-08-13 08:00:00,0.228726,0.649568,0
2023-08-13 08:30:00,0.236219,0.637722,0.527265
2023-08-13 09:00:00,0.241306,0.617228,0
2023-08-13 09:30:00,0.0328893,0.623164,1.83731
2023-08-13 10:00:00,0.131758,0.664476,0.183085
2023-08-13 10:30:00,0.102698,0.639096,0
